CustomerID,Recency,Frequency,Monetary
12664.0,30,4,2277.08
12665.0,268,1,63.0
12668.0,202,3,2924.4700000000003
12669.0,200,1,1136.3
12670.0,143,2,1026.3899999999999
12672.0,273,1,225.89999999999998
12673.0,270,1,220.9
12674.0,114,2,976.8
12676.0,14,2,349.58000000000004
12678.0,22,8,6606.98
12679.0,31,2,206.64000000000001
12680.0,17,2,500.97999999999996
12681.0,21,10,6007.82
12682.0,25,12,3964.78
12683.0,48,4,3118.97
12684.0,114,3,890.38
12685.0,1,2,554.32
12688.0,57,1,4873.8099999999995
12690.0,149,1,389.01
12691.0,88,4,556.3
12693.0,207,2,401.9
12694.0,14,1,430.17
12695.0,51,2,333.90000000000003
12697.0,74,2,733.91
12701.0,23,1,460.63
12703.0,14,1,283.55
12704.0,21,3,985.66
12705.0,21,3,2685.47
12707.0,235,1,603.42
12708.0,16,6,1920.04
12709.0,14,7,4537.4
12710.0,144,1,718.96
12712.0,50,4,1465.7
12714.0,50,4,3389.7
12715.0,49,1,353.86
12716.0,77,1,677.9
12718.0,14,1,238.25
12720.0,23,7,1667.25
12721.0,23,2,629.5
12722.0,28,3,694.71
12724.0,25,2,668.27
12726.0,29,4,1245.2
12727.0,240,2,1434.16
12728.0,14,3,583.79
12729.0,57,1,453.01
12731.0,14,7,12189.45
12732.0,123,1,236.26000000000002
12733.0,177,1,383.95
12734.0,296,1,110.39999999999999
12735.0,259,1,459.8
12739.0,22,1,37.5
12743.0,77,2,546.43
12744.0,88,2,6002.39
12747.0,53,5,1657.1
12748.0,14,61,9840.91
12752.0,25,1,4366.78
12753.0,79,1,3680.4
12754.0,179,1,2949.12
12756.0,30,1,112.07999999999998
12757.0,86,4,3877.33
12758.0,60,1,1221.4
12759.0,115,1,637.72
12763.0,81,1,174.0
12764.0,260,1,1693.88
12766.0,1,4,4435.43
12769.0,182,1,1143.6
12770.0,154,1,1351.45
12775.0,146,2,530.4300000000001
12778.0,202,3,408.06
12779.0,142,3,1683.21
12781.0,228,1,549.26
12782.0,93,4,2078.67
12783.0,18,1,339.02
12787.0,136,1,158.1
12790.0,135,1,324.92
12792.0,200,1,400.53999999999996
12798.0,114,1,1607.04
12809.0,121,1,489.31
12811.0,204,3,514.85
12814.0,45,1,125.92
12815.0,91,2,1063.46
12816.0,120,1,318.65000000000003
12818.0,205,1,1542.08
12820.0,18,2,388.23
12822.0,14,2,948.88
12823.0,18,4,1530.0
12826.0,15,4,897.62
12828.0,56,1,111.2
12829.0,303,1,85.75
12830.0,77,3,4556.08
12831.0,206,1,215.05
12833.0,88,1,417.38
12836.0,80,1,451.13
12837.0,116,1,134.1
12839.0,15,6,1924.78
12840.0,87,2,1430.07
12841.0,50,8,1251.3700000000001
12842.0,13,1,808.26
12843.0,111,3,419.9
12845.0,211,4,354.09
12849.0,212,1,704.5
12852.0,238,1,311.55
12853.0,78,6,1957.1000000000001
12854.0,22,2,904.03
12857.0,154,1,304.8
12864.0,82,1,147.12
12867.0,108,4,1901.2
12868.0,212,2,430.72
12871.0,27,2,380.64
12872.0,270,1,221.44
12875.0,86,1,49.470000000000006
12876.0,1,2,2218.02
12877.0,22,7,883.47
12878.0,180,2,854.99
12879.0,24,1,367.2
12888.0,198,1,272.76
12891.0,236,1,42.0
12895.0,30,1,267.8
12897.0,148,1,87.7
12901.0,25,16,12623.35
12902.0,208,1,138.68
12904.0,116,1,244.69
12906.0,21,2,1936.5900000000001
12908.0,119,2,750.0
12909.0,31,4,1857.35
12910.0,22,4,1329.96
12915.0,92,1,164.0
12916.0,82,4,3006.15
12919.0,60,2,388.85
12921.0,27,10,4827.15
12924.0,142,2,425.47
12925.0,18,1,368.31
12928.0,91,2,748.44
12930.0,21,2,415.8
12931.0,45,8,4135.5
12933.0,114,1,246.73999999999998
12935.0,53,4,1535.34
12936.0,21,1,798.46
12937.0,14,3,826.44
12939.0,23,4,5183.88
12940.0,31,1,361.27
12942.0,74,2,425.15
12944.0,298,1,286.95
12945.0,231,1,462.95
12947.0,87,2,653.87
12948.0,48,3,1066.66
12949.0,57,3,1142.15
12951.0,117,4,596.59
12952.0,21,1,731.54
12955.0,87,4,1140.32
12957.0,15,4,1640.52
12962.0,57,1,170.54000000000002
12963.0,28,1,253.91
12967.0,301,1,292.5
12968.0,55,1,135.95
12970.0,265,2,23.8
12971.0,17,41,5770.81
12974.0,141,1,144.8
12980.0,120,4,3291.96
12981.0,76,1,187.18
12987.0,17,2,558.7
12988.0,235,1,535.32
12989.0,143,6,3125.44
12991.0,55,1,303.56
12993.0,151,2,175.29999999999998
12994.0,212,1,352.6
12995.0,28,1,211.32
12997.0,180,2,608.47
12999.0,140,2,135.6
13000.0,50,2,333.1
13001.0,183,7,5488.75
13002.0,261,1,120.94999999999999
13003.0,49,1,60.0
13004.0,21,9,2629.54
13005.0,117,1,192.05
13008.0,266,1,229.46999999999997
13012.0,21,3,875.72
13013.0,51,2,512.85
13014.0,18,4,1411.4
13015.0,140,1,783.67
13016.0,16,2,364.64
13018.0,16,16,4376.6
13021.0,13,5,1270.98
13027.0,57,4,5376.0
13029.0,82,2,773.1999999999999
13032.0,30,1,496.3
13033.0,300,1,190.55
13035.0,17,2,921.88
13037.0,81,2,554.17
13038.0,23,2,711.8000000000001
13044.0,234,1,560.47
13046.0,209,1,197.72
13047.0,116,2,989.5500000000001
13048.0,57,3,1375.05
13049.0,261,1,153.78
13050.0,49,8,2597.82
13055.0,21,2,869.55
13060.0,197,1,307.53
13061.0,15,1,248.61
13064.0,271,1,203.3
13067.0,26,1,115.46000000000001
13068.0,263,1,165.0
13069.0,142,7,1329.2
13070.0,135,1,228.8
13072.0,210,1,177.15
13077.0,233,2,263.72
13078.0,26,12,6087.59
13079.0,18,2,136.7
13080.0,122,1,58.08
13081.0,87,4,8319.85
13082.0,120,6,1866.09
13083.0,19,1,192.39
13085.0,238,1,278.1
13089.0,14,50,25685.29
13090.0,79,6,3903.62
13092.0,14,3,326.83
13093.0,231,4,4362.13
13094.0,23,3,640.44
13095.0,14,1,74.39999999999999
13097.0,21,7,4066.14
13098.0,31,8,7106.72
13101.0,177,1,101.19
13102.0,24,9,1951.0
13104.0,29,4,579.0
13106.0,76,1,76.5
13107.0,29,2,840.58
13110.0,80,3,502.09000000000003
13113.0,57,11,6845.68
13116.0,81,1,501.14
13117.0,182,2,177.06
13118.0,152,3,799.7
13120.0,182,1,30.599999999999998
13121.0,212,1,283.73
13122.0,183,1,903.67
13124.0,302,1,1256.32
13126.0,16,2,628.73
13127.0,21,1,259.17
13131.0,14,1,447.3
13132.0,205,1,77.3
13134.0,29,3,1433.54
13135.0,140,1,3096.0
13136.0,31,3,1573.6200000000001
13137.0,47,2,593.91
13138.0,23,3,494.66
13139.0,16,3,2824.04
13140.0,51,2,264.21
13141.0,28,4,2028.5700000000002
13148.0,77,7,2009.03
13149.0,50,3,1132.62
13151.0,239,1,1257.8700000000001
13155.0,23,2,502.8
13157.0,84,2,573.0799999999999
13158.0,262,1,256.40999999999997
13159.0,49,2,851.59
13161.0,256,1,112.75
13162.0,176,1,548.4300000000001
13165.0,294,1,354.64
13167.0,87,1,242.91
13168.0,142,3,972.66
13171.0,242,1,140.35
13174.0,259,1,692.3000000000001
13178.0,17,7,3953.93
13183.0,30,5,2158.36
13184.0,91,4,658.91
13185.0,211,1,71.4
13189.0,59,1,127.0
13192.0,148,1,464.32
13194.0,79,1,60.7
13196.0,28,2,1586.95
13198.0,262,2,1184.74
13199.0,47,16,3475.32
13200.0,17,1,307.69
13208.0,150,2,531.76
13209.0,87,4,3560.82
13211.0,304,1,110.7
13213.0,142,2,415.28000000000003
13216.0,211,1,333.74
13217.0,75,1,396.96000000000004
13220.0,22,2,176.20000000000002
13221.0,183,2,847.41
13223.0,144,2,163.20000000000002
13225.0,86,4,3035.84
13227.0,145,1,257.7
13228.0,24,1,358.0
13229.0,169,1,160.95
13230.0,81,7,1239.85
13232.0,140,2,574.47
13233.0,18,1,300.88
13236.0,50,1,439.23
13238.0,107,2,318.85
13239.0,205,1,329.56
13240.0,116,2,329.54
13242.0,56,1,166.4
13243.0,147,1,600.07
13246.0,120,5,1860.99
13247.0,26,1,305.07
13249.0,204,1,291.84000000000003
13258.0,149,1,224.62
13261.0,212,2,944.1
13262.0,206,1,200.29
13263.0,14,16,3669.18
13266.0,19,5,1540.42
13267.0,54,7,1580.82
13268.0,28,5,2038.35
13269.0,53,4,1309.54
13273.0,56,1,138.98
13277.0,59,2,125.9
13279.0,21,1,137.75
13280.0,259,1,392.01
13282.0,106,1,428.40000000000003
13284.0,274,1,201.19
13285.0,170,2,1173.27
13292.0,227,1,249.57
13295.0,303,1,201.20000000000002
13296.0,80,1,87.4
13299.0,212,1,142.5
13300.0,113,1,371.89
13301.0,47,2,311.1
13304.0,294,1,300.42
13305.0,58,3,598.2
13308.0,147,1,814.95
13309.0,150,1,155.93
13310.0,150,2,817.65
13313.0,84,1,308.6
13314.0,17,1,499.62
13316.0,23,3,4463.56
13317.0,142,5,1313.98
13319.0,56,10,3837.9300000000003
13320.0,21,2,1040.09
13321.0,15,2,567.36
13323.0,28,1,120.30000000000001
13324.0,146,5,2472.12
13325.0,25,1,675.3
13327.0,56,4,1543.3500000000001
13328.0,259,1,1308.48
13330.0,259,1,335.82
13334.0,25,1,804.98
13336.0,20,1,795.12
13339.0,144,1,860.12
13340.0,49,4,5551.51
13341.0,204,1,775.85
13343.0,121,1,353.43
13345.0,231,1,389.5
13347.0,14,1,341.36
13350.0,23,1,646.57
13354.0,15,1,743.53
13356.0,23,1,768.24
13357.0,200,1,609.95
13358.0,212,1,439.03
13362.0,231,1,812.7
13364.0,14,1,134.95999999999998
13368.0,200,1,588.0
13376.0,147,2,770.0
13379.0,80,1,136.29
13381.0,56,4,2461.33
13384.0,17,4,2548.23
13385.0,273,1,534.57
13388.0,75,2,677.1
13389.0,18,2,580.15
13390.0,18,1,544.08
13391.0,147,1,59.8
13394.0,21,3,930.02
13396.0,263,1,387.27000000000004
13397.0,16,3,865.51
13398.0,136,1,457.34
13405.0,17,3,572.451
13408.0,18,31,13775.35
13410.0,18,3,588.26
13411.0,50,1,213.55
13414.0,77,2,922.8
13416.0,24,1,275.0
13417.0,148,1,236.0
13418.0,28,6,1795.82
13420.0,93,2,159.85
13421.0,233,1,825.04
13425.0,51,3,1624.21
13426.0,182,3,982.57
13429.0,18,1,330.6
13430.0,29,1,336.31
13434.0,17,1,461.40000000000003
13435.0,18,2,1278.04
13437.0,113,1,220.83
13439.0,198,1,283.71
13448.0,24,1,1065.79
13450.0,148,1,437.94
13451.0,212,1,610.88
13452.0,202,2,590.0
13453.0,109,2,356.97999999999996
13456.0,119,2,425.06
13458.0,79,4,2958.14
13461.0,82,2,884.2
13468.0,18,15,2172.24
13470.0,58,1,115.5
13474.0,179,1,229.59
13475.0,205,2,906.52
13476.0,122,1,510.87
13477.0,1,4,1032.99
13479.0,144,2,300.95
13481.0,52,4,1361.33
13482.0,175,1,184.64
13485.0,176,1,454.24
13486.0,22,1,302.8
13487.0,1,2,359.75
13488.0,16,7,3329.07
13489.0,49,3,398.16
13491.0,91,4,432.97
13492.0,79,1,593.74
13493.0,230,1,179.35
13495.0,175,2,561.48
13496.0,303,1,501.01
13499.0,17,3,613.85
13501.0,231,1,1340.32
13502.0,267,1,114.6
13503.0,15,1,216.85
13505.0,16,4,4393.63
13506.0,259,1,157.4
13507.0,50,2,1636.47
13509.0,93,3,537.82
13512.0,204,1,251.21
13514.0,17,1,152.20000000000002
13515.0,16,3,687.72
13516.0,16,2,620.41
13517.0,50,2,1612.18
13518.0,29,1,659.4399999999999
13519.0,21,1,122.75
13520.0,81,3,2031.9
13523.0,143,2,1802.29
13524.0,25,3,324.66
13527.0,49,4,1366.42
13529.0,22,2,307.76
13531.0,148,1,178.35
13533.0,211,2,146.64
13534.0,51,16,3288.75
13536.0,19,1,455.17
13538.0,91,2,262.2
13539.0,29,2,467.24
13544.0,184,1,122.91
13546.0,144,1,188.16
13549.0,86,3,462.0
13551.0,262,1,91.80000000000001
13552.0,30,9,2830.73
13555.0,17,4,4149.28
13562.0,25,2,1196.06
13563.0,27,2,777.53
13564.0,87,2,1209.02
13566.0,26,1,585.1800000000001
13568.0,116,1,192.85
13571.0,85,4,519.18
13572.0,149,1,1384.25
13573.0,196,1,31.770000000000003
13575.0,14,3,477.21
13576.0,14,7,2652.96
13577.0,92,1,465.35
13588.0,30,3,789.52
13589.0,123,1,147.0
13590.0,143,2,602.97
13591.0,147,2,776.23
13592.0,149,2,109.57
13593.0,52,4,1477.23
13599.0,28,3,891.34
13600.0,255,1,219.52
13610.0,53,3,541.01
13611.0,114,2,636.72
13614.0,107,2,794.98
13615.0,262,1,417.69
13617.0,57,1,234.59
13618.0,117,1,177.34
13621.0,60,1,213.85
13623.0,153,3,404.93
13627.0,23,4,1334.18
13629.0,80,5,3472.36
13630.0,19,4,1047.08
13631.0,86,10,3017.92
13632.0,117,2,553.02
13634.0,30,3,1108.8700000000001
13636.0,204,2,291.85
13637.0,170,1,422.6
13639.0,18,1,1033.34
13644.0,17,2,1398.6100000000001
13647.0,15,3,1275.9
13649.0,200,1,148.8
13650.0,150,2,745.52
13652.0,200,1,329.44
13654.0,89,2,916.03
13655.0,57,1,549.32
13656.0,108,1,216.95
13657.0,145,1,152.34
13658.0,29,3,2096.77
13659.0,149,2,1573.2
13662.0,29,2,592.52
13663.0,122,1,189.47
13666.0,231,2,64.05
13667.0,92,1,305.02
13668.0,57,9,3169.42
13669.0,93,1,48.150000000000006
13670.0,18,1,349.7
13675.0,228,1,308.44
13684.0,229,1,67.23
13692.0,180,1,856.63
13694.0,15,27,34717.66
13695.0,25,6,779.66
13700.0,120,5,931.28
13703.0,262,1,99.5
13704.0,17,4,1200.84
13705.0,88,1,204.54
13707.0,210,2,806.41
13708.0,214,1,296.88
13709.0,45,4,2151.17
13716.0,212,1,138.28
13717.0,115,3,754.22
13718.0,239,1,114.05000000000001
13719.0,149,2,338.74
13720.0,60,4,799.9
13722.0,75,2,911.94
13725.0,112,5,697.0699999999999
13726.0,44,1,292.68
13728.0,51,4,638.44
13730.0,79,1,445.84999999999997
13735.0,119,2,1409.69
13736.0,204,1,357.53
13737.0,143,1,339.59999999999997
13740.0,184,1,350.75
13741.0,15,1,305.3
13742.0,106,6,1836.75
13743.0,51,3,424.91999999999996
13744.0,235,1,893.16
13745.0,105,1,300.04
13748.0,175,1,147.45
13750.0,83,3,991.19
13751.0,231,1,296.25
13752.0,151,1,298.99
13753.0,231,1,741.26
13754.0,260,1,156.0
13756.0,87,4,1395.8400000000001
13758.0,144,1,893.37
13759.0,14,1,560.4100000000001
13760.0,200,1,135.09
13761.0,123,1,491.71000000000004
13764.0,14,2,1021.87
13767.0,24,19,7897.860000000001
13769.0,151,4,1125.71
13771.0,143,1,593.25
13772.0,183,1,228.42
13774.0,25,1,345.0
13777.0,1,13,7276.29
13778.0,46,1,178.7
13780.0,114,1,116.28000000000002
13782.0,177,2,361.3
13784.0,1,4,1301.16
13787.0,19,1,202.64000000000001
13791.0,111,1,937.0
13792.0,230,1,74.60000000000001
13798.0,16,23,13223.8
13799.0,60,2,688.86
13802.0,82,2,3629.6800000000003
13803.0,199,1,277.07
13804.0,22,3,1773.54
13811.0,179,2,481.5
13812.0,49,1,278.74
13813.0,14,2,667.08
13814.0,80,1,617.54
13815.0,116,2,2977.75
13817.0,295,1,128.7
13819.0,263,1,408.3
13821.0,88,2,385.64
13824.0,79,2,327.66
13826.0,119,1,189.5
13827.0,1,3,412.05
13831.0,31,3,1076.29
13837.0,261,1,113.7
13838.0,61,2,241.48
13842.0,15,3,1248.53
13846.0,303,1,411.4
13848.0,241,1,615.0
13849.0,114,1,593.5799999999999
13851.0,231,1,246.32
13854.0,50,13,4102.61
13856.0,112,2,263.9
13859.0,269,1,201.16
13860.0,30,1,405.88
13862.0,16,4,1063.54
13865.0,80,2,224.12
13866.0,17,1,145.67000000000002
13867.0,18,1,453.99
13869.0,206,3,1584.96
13870.0,45,5,2179.4700000000003
13871.0,55,6,3220.64
13874.0,301,1,540.45
13875.0,77,2,699.95
13877.0,29,1,117.24
13880.0,31,7,1663.28
13881.0,15,6,3725.1800000000003
13883.0,196,1,980.41
13885.0,144,1,399.15
13886.0,15,1,243.56
13887.0,147,1,349.55
13890.0,51,2,501.11
13893.0,241,1,821.1
13895.0,86,2,937.3000000000001
13898.0,269,1,155.93
13900.0,136,2,732.45
13901.0,15,4,1306.1100000000001
13904.0,238,1,201.12
13908.0,23,1,907.94
13911.0,88,5,1570.16
13918.0,196,1,198.2
13922.0,295,1,172.25
13924.0,15,1,679.03
13925.0,78,1,380.12
13927.0,18,1,348.99
13928.0,50,2,225.45000000000002
13929.0,112,2,842.65
13930.0,1,2,337.34
13932.0,238,1,307.4
13933.0,52,2,608.7900000000001
13934.0,207,1,922.1
13936.0,123,1,376.58
13937.0,112,1,158.85
13939.0,52,1,205.71
13940.0,60,2,391.06
13941.0,115,2,1736.14
13946.0,23,3,561.5699999999999
13948.0,304,1,102.0
13949.0,21,1,371.36
13950.0,16,1,144.35
13951.0,119,3,674.45
13952.0,182,1,2042.761
13953.0,59,4,2104.36
13954.0,14,1,227.41
13956.0,81,2,506.32
13959.0,22,1,260.76
13960.0,15,1,128.1
13963.0,263,1,115.67999999999999
13967.0,89,1,80.7
13969.0,50,6,2357.44
13971.0,49,5,1654.2
13972.0,14,2,190.25
13973.0,230,1,264.7
13975.0,76,1,151.76
13976.0,150,1,357.98
13979.0,17,1,869.87
13982.0,106,2,801.54
13983.0,175,4,926.01
13984.0,269,1,129.95
13985.0,15,3,1802.9
13988.0,16,4,3185.31
13989.0,182,1,896.6700000000001
13991.0,18,2,340.29
13993.0,44,6,2247.41
13994.0,21,3,780.63
13995.0,59,2,561.45
13999.0,59,6,1919.27
14001.0,176,1,1007.9
14002.0,77,1,304.94
14004.0,22,4,2812.4900000000002
14005.0,19,3,790.52
14006.0,59,2,604.54
14009.0,141,2,695.61
14013.0,53,2,354.52
14014.0,21,1,505.18
14016.0,151,3,3364.63
14019.0,81,1,384.29
14021.0,199,1,198.89999999999998
14022.0,168,1,440.0
14029.0,87,1,165.20000000000002
14031.0,17,9,7008.6
14032.0,30,4,1230.73
14035.0,51,3,837.26
14036.0,228,1,626.65
14037.0,119,1,35.400000000000006
14038.0,22,3,1560.38
14040.0,61,6,1325.3
14041.0,210,1,141.41
14044.0,46,2,368.37
14045.0,52,1,408.0
14046.0,227,1,154.99
14047.0,16,2,661.24
14049.0,144,2,3058.46
14050.0,49,1,485.98
14051.0,56,11,6758.92
14055.0,49,1,725.6400000000001
14056.0,27,10,3098.07
14057.0,44,11,4418.65
14059.0,210,1,183.6
14060.0,23,11,3462.96
14062.0,15,9,7259.97
14064.0,56,2,630.87
14066.0,210,1,152.55
14068.0,263,1,265.85
14071.0,204,2,356.81
14075.0,204,1,307.92
14077.0,21,2,138.8
14078.0,45,3,557.91
14083.0,76,4,207.13
14085.0,84,9,2540.47
14088.0,79,4,16693.08
14090.0,268,1,76.32000000000001
14092.0,75,9,2437.8
14096.0,17,4,9063.86
14099.0,113,5,1466.67
14100.0,81,1,194.9
14101.0,17,6,5976.79
14104.0,109,1,111.25999999999999
14105.0,182,1,1266.23
14107.0,119,3,1173.79
14108.0,45,1,291.33
14109.0,16,1,144.2
14110.0,29,4,1984.1200000000001
14111.0,49,1,153.0
14112.0,147,2,535.4
14113.0,21,2,926.38
14114.0,274,1,195.13
14117.0,87,1,90.0
14124.0,28,1,419.58000000000004
14125.0,21,1,1295.43
14127.0,200,1,137.6
14128.0,199,1,305.54
14129.0,204,1,358.90000000000003
14130.0,262,1,483.86
14132.0,30,3,986.92
14133.0,259,1,318.0
14135.0,19,5,1383.06
14141.0,17,2,489.31
14143.0,77,1,115.8
14146.0,24,4,2965.84
14147.0,21,2,483.4
14148.0,177,1,157.2
14150.0,303,1,306.18
14152.0,19,2,621.29
14154.0,182,2,1345.62
14155.0,209,1,118.75
14156.0,14,23,70539.55
14157.0,229,1,277.17
14159.0,25,5,1916.24
14162.0,117,2,289.36
14163.0,30,3,1536.31
14164.0,14,2,1631.77
14167.0,108,2,253.75
14175.0,114,2,1205.99
14176.0,241,3,417.35
14177.0,29,2,368.08
14178.0,87,1,115.52
14180.0,1,13,2496.9
14188.0,15,2,627.6
14189.0,56,7,1909.46
14191.0,24,5,1661.92
14193.0,213,1,422.53999999999996
14194.0,19,13,6459.01
14195.0,145,1,183.60000000000002
14196.0,50,1,335.52
14198.0,30,3,528.8
14201.0,24,4,392.32
14205.0,207,1,222.9
14206.0,182,1,328.15999999999997
14209.0,84,2,859.1
14210.0,49,4,1237.23
14211.0,1,7,1474.83
14214.0,113,1,183.56
14215.0,21,3,1001.75
14217.0,1,5,693.41
14220.0,301,1,312.98
14221.0,24,5,1986.09
14222.0,120,1,683.17
14223.0,207,1,304.9
14224.0,54,3,799.1
14226.0,14,3,1895.17
14227.0,29,8,2727.57
14229.0,235,1,305.15999999999997
14231.0,175,2,617.95
14232.0,59,3,1262.54
14233.0,261,1,100.85000000000001
14235.0,18,3,1606.55
14236.0,24,1,301.56
14238.0,269,1,146.85
14239.0,14,5,1058.0900000000001
14240.0,169,1,226.85
14242.0,178,2,280.55
14243.0,83,5,1404.21
14245.0,207,1,1005.1
14246.0,54,2,1024.42
14248.0,261,1,302.58
14251.0,1,1,1259.46
14256.0,204,1,445.2
14257.0,262,1,620.14
14258.0,143,3,3689.2
14259.0,85,1,120.0
14261.0,22,1,943.75
14262.0,27,3,1073.8
14265.0,53,2,530.18
14267.0,106,3,1516.24
14271.0,169,1,112.32
14272.0,17,2,437.96
14273.0,79,1,231.35
14276.0,233,1,341.2
14280.0,140,1,134.04
14282.0,24,9,2225.74
14284.0,30,1,252.1
14285.0,19,2,1253.43
14287.0,142,2,83.28
14289.0,78,4,685.48
14290.0,24,2,1071.1000000000001
14291.0,1,6,1404.94
14292.0,89,3,2127.21
14293.0,90,1,231.39
14298.0,16,33,30127.37
14299.0,22,4,1792.35
14301.0,60,1,640.14
14305.0,14,3,1858.96
14306.0,29,1,1702.94
14307.0,78,2,1100.3600000000001
14309.0,112,4,906.12
14314.0,50,1,120.0
14315.0,77,2,897.8
14320.0,150,1,125.28
14321.0,17,3,903.77
14323.0,58,2,605.0600000000001
14327.0,106,1,311.65
14329.0,52,3,2907.01
14331.0,78,1,383.66
14332.0,91,1,119.04
14334.0,147,4,1311.7
14336.0,141,1,349.94
14338.0,140,1,579.97
14341.0,75,3,450.71000000000004
14342.0,80,2,419.74
14344.0,81,4,285.8
14346.0,240,1,262.44
14348.0,203,1,409.57
14351.0,108,1,51.0
14352.0,178,1,614.02
14356.0,23,2,701.23
14359.0,31,1,483.39
14364.0,52,5,1953.55
14367.0,19,5,3367.28
14368.0,263,1,155.0
14371.0,238,1,100.5
14373.0,301,1,76.55
14377.0,206,1,314.6
14379.0,238,1,110.98
14383.0,107,1,242.09
14386.0,240,1,142.4
14387.0,18,2,929.74
14388.0,146,1,458.94
